StudyHours,Attendance,Resources,Extracurricular,Motivation,Internet,Gender,Age,LearningStyle,OnlineCourses,Discussions,AssignmentCompletion,ExamScore,EduTech,StressLevel,FinalGrade
24,99,1,0,0,1,1,18,0,20,0,53,56,1,0,2
24,99,1,0,2,1,1,26,3,8,1,84,55,0,1,2
24,99,1,0,2,1,1,18,0,20,0,53,56,1,0,2
23,89,2,0,0,1,1,18,3,8,0,56,61,1,0,2
23,89,2,0,0,1,1,24,0,20,0,89,100,1,1,0
23,89,2,0,0,1,1,27,1,7,1,75,46,1,1,3
23,89,2,0,0,1,1,25,0,2,1,76,54,0,0,3
23,89,2,0,1,1,1,18,3,8,0,56,61,1,0,2
23,89,2,0,1,1,1,24,0,20,0,89,100,1,1,0
23,89,2,0,1,1,1,27,1,7,1,75,46,1,1,3
23,89,2,0,1,1,1,25,0,2,1,76,54,0,0,3
23,89,1,0,0,1,1,18,3,8,0,56,61,1,0,2
23,89,1,0,0,1,1,24,0,20,0,89,100,1,1,0
23,89,1,0,0,1,1,27,1,7,1,75,46,1,1,3
23,89,1,0,0,1,1,25,0,2,1,76,54,0,0,3
23,89,2,1,0,1,1,18,3,8,0,56,61,1,0,2
23,89,2,1,0,1,1,24,0,20,0,89,100,1,1,0
23,89,2,1,0,1,1,27,1,7,1,75,46,1,1,3
23,89,2,1,0,1,1,25,0,2,1,76,54,0,0,3
23,89,2,1,1,1,1,18,3,8,0,56,61,1,0,2
23,89,2,1,1,1,1,24,0,20,0,89,100,1,1,0
23,89,2,1,1,1,1,27,1,7,1,75,46,1,1,3
23,89,2,1,1,1,1,25,0,2,1,76,54,0,0,3
23,89,1,0,2,1,1,18,3,8,0,56,61,1,0,2
23,89,1,0,2,1,1,24,0,20,0,89,100,1,1,0
23,89,1,0,2,1,1,27,1,7,1,75,46,1,1,3
23,89,1,0,2,1,1,25,0,2,1,76,54,0,0,3
23,89,0,0,1,1,1,18,3,8,0,56,61,1,0,2
23,89,0,0,1,1,1,24,0,20,0,89,100,1,1,0
23,89,0,0,1,1,1,27,1,7,1,75,46,1,1,3
23,89,0,0,1,1,1,25,0,2,1,76,54,0,0,3
25,75,2,0,2,1,1,18,3,17,1,81,63,1,0,2
25,75,2,0,2,1,1,19,3,11,0,68,90,1,1,0
25,75,2,0,2,1,1,21,3,7,1,67,76,1,2,1
25,75,2,0,2,1,1,21,1,13,0,85,79,1,2,1
25,75,2,0,2,1,1,26,0,11,1,66,97,1,1,0
25,75,1,1,0,1,1,18,3,17,1,81,63,1,0,2
25,75,1,1,0,1,1,19,3,11,0,68,90,1,1,0
25,75,1,1,0,1,1,21,3,7,1,67,76,1,2,1
25,75,1,1,0,1,1,21,1,13,0,85,79,1,2,1
25,75,1,1,0,1,1,26,0,11,1,66,97,1,1,0
25,75,2,1,2,1,1,18,3,17,1,81,63,1,0,2
25,75,2,1,2,1,1,19,3,11,0,68,90,1,1,0
25,75,2,1,2,1,1,21,3,7,1,67,76,1,2,1
25,75,2,1,2,1,1,21,1,13,0,85,79,1,2,1
25,75,2,1,2,1,1,26,0,11,1,66,97,1,1,0
25,75,0,1,1,1,1,18,3,17,1,81,63,1,0,2
25,75,0,1,1,1,1,19,3,11,0,68,90,1,1,0
25,75,0,1,1,1,1,21,3,7,1,67,76,1,2,1
25,75,0,1,1,1,1,21,1,13,0,85,79,1,2,1
25,75,0,1,1,1,1,26,0,11,1,66,97,1,1,0
25,75,0,1,2,1,1,18,3,17,1,81,63,1,0,2
25,75,0,1,2,1,1,19,3,11,0,68,90,1,1,0
25,75,0,1,2,1,1,21,3,7,1,67,76,1,2,1
25,75,0,1,2,1,1,21,1,13,0,85,79,1,2,1
25,75,0,1,2,1,1,26,0,11,1,66,97,1,1,0
25,75,2,1,0,1,1,18,3,17,1,81,63,1,0,2
25,75,2,1,0,1,1,19,3,11,0,68,90,1,1,0
25,75,2,1,0,1,1,21,3,7,1,67,76,1,2,1
25,75,2,1,0,1,1,21,1,13,0,85,79,1,2,1
25,75,2,1,0,1,1,26,0,11,1,66,97,1,1,0
31,78,2,1,0,1,1,24,0,16,1,83,62,0,0,2
31,78,2,1,0,1,1,21,0,15,1,50,92,0,2,0
31,78,2,1,0,1,1,21,0,4,1,100,85,1,0,0
31,78,2,1,0,1,1,19,3,17,1,97,84,1,2,1
31,78,2,1,0,1,1,20,3,6,1,74,90,1,1,0
31,78,2,1,0,1,1,18,2,6,0,92,57,0,0,2
24,64,1,1,1,1,0,29,3,6,1,60,92,0,1,0
24,64,1,1,1,1,0,22,0,4,1,96,85,1,1,0
24,64,1,1,1,1,0,21,2,18,0,92,97,1,2,0
24,64,1,1,1,1,0,21,0,11,1,84,42,0,2,3
25,85,0,1,1,1,1,23,0,12,1,55,63,1,0,2
25,85,0,1,1,1,1,28,0,4,1,71,97,0,1,0
25,85,1,0,1,1,1,23,0,12,1,55,63,1,0,2
25,85,1,0,1,1,1,28,0,4,1,71,97,0,1,0
25,85,1,1,1,1,1,23,0,12,1,55,63,1,0,2
25,85,1,1,1,1,1,28,0,4,1,71,97,0,1,0
16,82,2,1,1,1,1,23,3,1,1,69,59,1,0,2
16,82,2,1,1,1,1,26,3,1,0,85,60,1,1,2
16,82,2,1,1,1,1,19,2,18,1,50,81,1,2,1
16,82,1,1,1,1,1,23,3,1,1,69,59,1,0,2
16,82,1,1,1,1,1,26,3,1,0,85,60,1,1,2
16,82,1,1,1,1,1,19,2,18,1,50,81,1,2,1
16,82,1,1,2,1,1,23,3,1,1,69,59,1,0,2
16,82,1,1,2,1,1,26,3,1,0,85,60,1,1,2
16,82,1,1,2,1,1,19,2,18,1,50,81,1,2,1
16,82,2,0,0,1,1,23,3,1,1,69,59,1,0,2
16,82,2,0,0,1,1,26,3,1,0,85,60,1,1,2
16,82,2,0,0,1,1,19,2,18,1,50,81,1,2,1
16,82,0,0,0,1,1,23,3,1,1,69,59,1,0,2
16,82,0,0,0,1,1,26,3,1,0,85,60,1,1,2
16,82,0,0,0,1,1,19,2,18,1,50,81,1,2,1
16,82,1,0,1,1,1,23,3,1,1,69,59,1,0,2
16,82,1,0,1,1,1,26,3,1,0,85,60,1,1,2
16,82,1,0,1,1,1,19,2,18,1,50,81,1,2,1
16,82,2,1,0,1,1,23,3,1,1,69,59,1,0,2
16,82,2,1,0,1,1,26,3,1,0,85,60,1,1,2
16,82,2,1,0,1,1,19,2,18,1,50,81,1,2,1
16,82,1,1,1,1,1,23,3,1,1,69,59,1,0,2
16,82,1,1,1,1,1,26,3,1,0,85,60,1,1,2
16,82,1,1,1,1,1,19,2,18,1,50,81,1,2,1
16,82,2,1,1,1,1,23,3,1,1,69,59,1,0,2
16,82,2,1,1,1,1,26,3,1,0,85,60,1,1,2
16,82,2,1,1,1,1,19,2,18,1,50,81,1,2,1
23,82,1,0,1,1,0,28,1,8,1,69,54,1,1,3
23,82,1,0,1,1,0,23,0,17,1,61,70,1,2,1
23,82,0,0,2,1,0,28,1,8,1,69,54,1,1,3
23,82,0,0,2,1,0,23,0,17,1,61,70,1,2,1
23,82,1,1,1,1,0,28,1,8,1,69,54,1,1,3
23,82,1,1,1,1,0,23,0,17,1,61,70,1,2,1
25,71,2,1,1,1,0,29,2,12,1,74,59,1,0,2
25,71,1,1,0,1,0,29,2,12,1,74,59,1,0,2
30,90,1,0,2,1,1,19,2,0,1,89,97,1,1,0
20,99,1,0,1,1,1,23,0,17,1,78,59,1,2,2
20,99,1,0,1,1,1,25,3,2,0,78,71,0,0,1
20,99,0,1,2,1,1,23,0,17,1,78,59,1,2,2
20,99,0,1,2,1,1,25,3,2,0,78,71,0,0,1
20,99,0,1,0,1,1,23,0,17,1,78,59,1,2,2
20,99,0,1,0,1,1,25,3,2,0,78,71,0,0,1
20,99,0,0,0,1,1,23,0,17,1,78,59,1,2,2
20,99,0,0,0,1,1,25,3,2,0,78,71,0,0,1
20,99,0,0,0,1,1,23,0,17,1,78,59,1,2,2
20,99,0,0,0,1,1,25,3,2,0,78,71,0,0,1
20,99,1,1,1,1,1,23,0,17,1,78,59,1,2,2
20,99,1,1,1,1,1,25,3,2,0,78,71,0,0,1
20,99,0,1,2,1,1,23,0,17,1,78,59,1,2,2
20,99,0,1,2,1,1,25,3,2,0,78,71,0,0,1
20,99,1,0,2,1,1,23,0,17,1,78,59,1,2,2
20,99,1,0,2,1,1,25,3,2,0,78,71,0,0,1
24,62,2,0,0,1,0,27,3,18,1,76,88,1,2,0
24,62,2,0,0,1,0,29,1,11,0,50,100,1,2,0
24,62,2,0,0,1,0,26,3,16,1,100,78,1,1,1
24,62,0,1,1,1,0,27,3,18,1,76,88,1,2,0
24,62,0,1,1,1,0,29,1,11,0,50,100,1,2,0
24,62,0,1,1,1,0,26,3,16,1,100,78,1,1,1
24,62,2,0,0,1,0,27,3,18,1,76,88,1,2,0
24,62,2,0,0,1,0,29,1,11,0,50,100,1,2,0
24,62,2,0,0,1,0,26,3,16,1,100,78,1,1,1
24,62,2,1,1,1,0,27,3,18,1,76,88,1,2,0
24,62,2,1,1,1,0,29,1,11,0,50,100,1,2,0
24,62,2,1,1,1,0,26,3,16,1,100,78,1,1,1
24,62,1,0,1,1,0,27,3,18,1,76,88,1,2,0
24,62,1,0,1,1,0,29,1,11,0,50,100,1,2,0
24,62,1,0,1,1,0,26,3,16,1,100,78,1,1,1
11,80,1,1,0,1,1,26,2,12,1,98,42,1,1,3
11,80,1,1,0,1,1,29,2,1,1,79,66,0,2,2
18,96,1,0,0,1,0,24,0,6,0,97,42,1,1,3
18,96,2,0,1,1,0,24,0,6,0,97,42,1,1,3
18,96,0,1,1,1,0,24,0,6,0,97,42,1,1,3
18,96,1,1,1,1,0,24,0,6,0,97,42,1,1,3
18,96,1,1,0,1,0,24,0,6,0,97,42,1,1,3
18,96,1,1,1,1,0,24,0,6,0,97,42,1,1,3
18,96,0,1,0,1,0,24,0,6,0,97,42,1,1,3
18,96,0,0,0,1,0,24,0,6,0,97,42,1,1,3
23,90,1,1,1,1,1,28,3,10,0,86,95,0,2,0
23,90,1,1,1,1,1,18,1,9,0,70,41,0,2,3
23,90,1,1,1,1,1,28,0,0,1,93,44,1,1,3
23,90,1,1,1,1,1,25,3,20,1,74,62,1,1,2
23,90,0,0,0,1,1,28,3,10,0,86,95,0,2,0
23,90,0,0,0,1,1,18,1,9,0,70,41,0,2,3
23,90,0,0,0,1,1,28,0,0,1,93,44,1,1,3
23,90,0,0,0,1,1,25,3,20,1,74,62,1,1,2
23,90,1,1,0,1,1,28,3,10,0,86,95,0,2,0
23,90,1,1,0,1,1,18,1,9,0,70,41,0,2,3
23,90,1,1,0,1,1,28,0,0,1,93,44,1,1,3
23,90,1,1,0,1,1,25,3,20,1,74,62,1,1,2
23,90,2,1,2,0,1,28,3,10,0,86,95,0,2,0
23,90,2,1,2,0,1,18,1,9,0,70,41,0,2,3
23,90,2,1,2,0,1,28,0,0,1,93,44,1,1,3
23,90,2,1,2,0,1,25,3,20,1,74,62,1,1,2
23,90,1,0,0,1,1,28,3,10,0,86,95,0,2,0
23,90,1,0,0,1,1,18,1,9,0,70,41,0,2,3
23,90,1,0,0,1,1,28,0,0,1,93,44,1,1,3
23,90,1,0,0,1,1,25,3,20,1,74,62,1,1,2
23,90,1,1,1,1,1,28,3,10,0,86,95,0,2,0
23,90,1,1,1,1,1,18,1,9,0,70,41,0,2,3
23,90,1,1,1,1,1,28,0,0,1,93,44,1,1,3
23,90,1,1,1,1,1,25,3,20,1,74,62,1,1,2
7,75,2,1,1,1,0,27,3,6,0,62,47,0,2,3
7,75,2,1,1,1,0,19,2,12,0,65,40,1,1,3
27,68,1,0,1,1,0,26,3,0,0,74,73,0,2,1
27,68,1,0,1,1,0,23,0,18,1,50,52,1,1,3
27,68,2,0,1,1,0,26,3,0,0,74,73,0,2,1
27,68,2,0,1,1,0,23,0,18,1,50,52,1,1,3
27,68,1,0,1,1,0,26,3,0,0,74,73,0,2,1
27,68,1,0,1,1,0,23,0,18,1,50,52,1,1,3
9,78,1,1,0,1,1,23,3,3,1,53,83,0,1,1
9,78,1,1,0,1,1,25,1,8,1,64,99,0,2,0
9,78,1,1,0,1,1,22,3,11,1,62,57,0,2,2
9,78,1,0,0,1,1,23,3,3,1,53,83,0,1,1
9,78,1,0,0,1,1,25,1,8,1,64,99,0,2,0
9,78,1,0,0,1,1,22,3,11,1,62,57,0,2,2
9,78,2,0,1,1,1,23,3,3,1,53,83,0,1,1
9,78,2,0,1,1,1,25,1,8,1,64,99,0,2,0
9,78,2,0,1,1,1,22,3,11,1,62,57,0,2,2
14,77,2,0,0,1,1,20,1,2,1,52,83,1,0,1
14,77,2,0,0,1,1,21,3,14,0,97,70,1,2,1
14,77,2,0,0,1,1,23,0,12,0,68,91,0,0,0
14,77,2,0,0,1,1,22,0,18,0,60,59,1,0,2
14,77,1,1,1,1,1,20,1,2,1,52,83,1,0,1
14,77,1,1,1,1,1,21,3,14,0,97,70,1,2,1
14,77,1,1,1,1,1,23,0,12,0,68,91,0,0,0
14,77,1,1,1,1,1,22,0,18,0,60,59,1,0,2
14,77,1,1,0,1,1,20,1,2,1,52,83,1,0,1
14,77,1,1,0,1,1,21,3,14,0,97,70,1,2,1
14,77,1,1,0,1,1,23,0,12,0,68,91,0,0,0
14,77,1,1,0,1,1,22,0,18,0,60,59,1,0,2
14,77,2,1,0,1,1,20,1,2,1,52,83,1,0,1
14,77,2,1,0,1,1,21,3,14,0,97,70,1,2,1
14,77,2,1,0,1,1,23,0,12,0,68,91,0,0,0
14,77,2,1,0,1,1,22,0,18,0,60,59,1,0,2
14,77,0,0,1,1,1,20,1,2,1,52,83,1,0,1
14,77,0,0,1,1,1,21,3,14,0,97,70,1,2,1
14,77,0,0,1,1,1,23,0,12,0,68,91,0,0,0
14,77,0,0,1,1,1,22,0,18,0,60,59,1,0,2
14,77,1,1,0,1,1,20,1,2,1,52,83,1,0,1
14,77,1,1,0,1,1,21,3,14,0,97,70,1,2,1
14,77,1,1,0,1,1,23,0,12,0,68,91,0,0,0
14,77,1,1,0,1,1,22,0,18,0,60,59,1,0,2
14,77,1,0,2,1,1,20,1,2,1,52,83,1,0,1
14,77,1,0,2,1,1,21,3,14,0,97,70,1,2,1
14,77,1,0,2,1,1,23,0,12,0,68,91,0,0,0
14,77,1,0,2,1,1,22,0,18,0,60,59,1,0,2
11,82,0,0,0,1,0,29,2,9,1,92,49,0,2,3
11,82,0,0,0,1,0,23,3,14,0,87,59,1,2,2
11,82,1,1,1,0,0,29,2,9,1,92,49,0,2,3
11,82,1,1,1,0,0,23,3,14,0,87,59,1,2,2
11,82,2,0,2,1,0,29,2,9,1,92,49,0,2,3
11,82,2,0,2,1,0,23,3,14,0,87,59,1,2,2
10,90,1,1,0,1,0,23,2,8,0,96,98,1,0,0
10,90,1,1,0,1,0,23,1,11,1,66,100,1,0,0
29,85,1,1,2,0,1,28,3,16,1,89,71,1,2,1
29,85,1,1,2,0,1,22,0,17,1,94,50,1,2,3
29,85,1,1,2,0,1,22,2,15,0,81,100,1,2,0
12,74,0,1,0,1,1,22,2,6,1,93,86,1,2,0
12,74,1,0,1,1,1,22,2,6,1,93,86,1,2,0
12,74,1,0,2,1,1,22,2,6,1,93,86,1,2,0
12,74,2,1,2,1,1,22,2,6,1,93,86,1,2,0
18,79,1,1,0,1,0,23,1,12,0,63,65,1,1,2
18,79,1,1,0,1,0,22,0,14,1,91,89,1,2,0
18,79,1,1,0,1,0,21,1,8,1,71,70,1,0,1
18,79,1,1,1,1,0,23,1,12,0,63,65,1,1,2
18,79,1,1,1,1,0,22,0,14,1,91,89,1,2,0
18,79,1,1,1,1,0,21,1,8,1,71,70,1,0,1
18,79,1,0,2,1,0,23,1,12,0,63,65,1,1,2
18,79,1,0,2,1,0,22,0,14,1,91,89,1,2,0
18,79,1,0,2,1,0,21,1,8,1,71,70,1,0,1
18,79,1,0,1,0,0,23,1,12,0,63,65,1,1,2
18,79,1,0,1,0,0,22,0,14,1,91,89,1,2,0
18,79,1,0,1,0,0,21,1,8,1,71,70,1,0,1
18,79,1,1,1,1,0,23,1,12,0,63,65,1,1,2
18,79,1,1,1,1,0,22,0,14,1,91,89,1,2,0
18,79,1,1,1,1,0,21,1,8,1,71,70,1,0,1
18,79,2,0,0,1,0,23,1,12,0,63,65,1,1,2
18,79,2,0,0,1,0,22,0,14,1,91,89,1,2,0
18,79,2,0,0,1,0,21,1,8,1,71,70,1,0,1
18,79,2,1,1,1,0,23,1,12,0,63,65,1,1,2
18,79,2,1,1,1,0,22,0,14,1,91,89,1,2,0
18,79,2,1,1,1,0,21,1,8,1,71,70,1,0,1
14,88,1,1,1,1,0,20,1,5,1,64,65,1,1,2
14,88,1,1,1,1,0,24,2,6,1,95,55,1,2,2
25,92,2,0,1,1,0,18,2,10,1,63,69,1,2,2
25,92,2,0,1,1,0,20,3,19,0,55,40,1,1,3
25,92,2,0,1,1,0,24,3,5,1,56,100,1,0,0
25,92,2,1,1,1,0,18,2,10,1,63,69,1,2,2
25,92,2,1,1,1,0,20,3,19,0,55,40,1,1,3
25,92,2,1,1,1,0,24,3,5,1,56,100,1,0,0
25,92,1,1,1,1,0,18,2,10,1,63,69,1,2,2
25,92,1,1,1,1,0,20,3,19,0,55,40,1,1,3
25,92,1,1,1,1,0,24,3,5,1,56,100,1,0,0
25,92,1,0,2,1,0,18,2,10,1,63,69,1,2,2
25,92,1,0,2,1,0,20,3,19,0,55,40,1,1,3
25,92,1,0,2,1,0,24,3,5,1,56,100,1,0,0
26,68,2,0,0,1,0,19,3,9,0,94,49,0,2,3
26,68,2,0,0,1,0,25,2,7,0,55,60,1,0,2
26,68,1,1,2,1,0,19,3,9,0,94,49,0,2,3
26,68,1,1,2,1,0,25,2,7,0,55,60,1,0,2
18,65,1,1,1,1,0,21,0,14,1,99,81,0,1,1
18,65,1,1,1,1,0,21,2,15,1,61,45,1,2,3
18,65,2,1,0,1,0,21,0,14,1,99,81,0,1,1
18,65,2,1,0,1,0,21,2,15,1,61,45,1,2,3
12,76,0,1,1,1,0,24,3,12,0,98,46,1,2,3
12,76,0,1,1,1,0,28,3,5,1,78,63,0,2,2
29,93,2,0,1,1,1,18,1,4,1,80,70,1,0,1
29,93,2,0,1,1,1,19,2,4,1,74,75,1,1,1
29,93,1,1,1,1,1,18,1,4,1,80,70,1,0,1
29,93,1,1,1,1,1,19,2,4,1,74,75,1,1,1
29,93,1,1,1,0,1,18,1,4,1,80,70,1,0,1
29,93,1,1,1,0,1,19,2,4,1,74,75,1,1,1
29,93,2,0,1,1,1,18,1,4,1,80,70,1,0,1
29,93,2,0,1,1,1,19,2,4,1,74,75,1,1,1
12,84,2,1,1,0,1,28,0,4,0,51,100,1,0,0
12,84,1,0,1,1,1,28,0,4,0,51,100,1,0,0
12,84,2,0,2,0,1,28,0,4,0,51,100,1,0,0
26,86,2,1,1,1,1,25,2,5,0,68,92,0,2,0
26,86,0,0,1,1,1,25,2,5,0,68,92,0,2,0
26,86,0,1,1,1,1,25,2,5,0,68,92,0,2,0
20,93,0,0,1,1,0,23,2,18,0,78,64,1,1,2
20,93,0,0,1,1,0,29,3,10,1,87,77,1,1,1
20,93,0,0,1,1,0,23,1,2,0,77,48,1,2,3
20,93,0,0,1,1,0,29,2,19,1,75,46,0,2,3
20,93,1,1,0,0,0,23,2,18,0,78,64,1,1,2
20,93,1,1,0,0,0,29,3,10,1,87,77,1,1,1
20,93,1,1,0,0,0,23,1,2,0,77,48,1,2,3
20,93,1,1,0,0,0,29,2,19,1,75,46,0,2,3
20,93,1,0,0,1,0,23,2,18,0,78,64,1,1,2
20,93,1,0,0,1,0,29,3,10,1,87,77,1,1,1
20,93,1,0,0,1,0,23,1,2,0,77,48,1,2,3
20,93,1,0,0,1,0,29,2,19,1,75,46,0,2,3
11,88,2,1,0,1,1,24,0,10,1,51,62,0,0,2
11,88,2,1,0,1,1,27,3,16,1,74,82,0,2,1
11,88,1,1,0,1,1,24,0,10,1,51,62,0,0,2
11,88,1,1,0,1,1,27,3,16,1,74,82,0,2,1
25,97,2,1,2,1,1,21,1,6,0,80,49,1,2,3
25,97,2,1,2,1,1,29,2,15,1,60,48,1,1,3
25,97,1,1,1,1,1,21,1,6,0,80,49,1,2,3
25,97,1,1,1,1,1,29,2,15,1,60,48,1,1,3
25,97,2,1,1,1,1,21,1,6,0,80,49,1,2,3
25,97,2,1,1,1,1,29,2,15,1,60,48,1,1,3
25,97,2,1,2,1,1,21,1,6,0,80,49,1,2,3
25,97,2,1,2,1,1,29,2,15,1,60,48,1,1,3
25,97,1,1,0,1,1,21,1,6,0,80,49,1,2,3
25,97,1,1,0,1,1,29,2,15,1,60,48,1,1,3
12,75,1,1,2,1,0,26,2,17,1,79,86,1,2,0
12,75,1,1,2,1,0,26,2,2,1,54,93,1,0,0
12,75,2,0,0,1,0,26,2,17,1,79,86,1,2,0
12,75,2,0,0,1,0,26,2,2,1,54,93,1,0,0
20,95,0,1,0,0,1,18,3,20,1,61,92,1,0,0
20,95,0,1,0,0,1,22,2,19,1,55,86,1,0,0
20,95,1,0,1,1,1,18,3,20,1,61,92,1,0,0
20,95,1,0,1,1,1,22,2,19,1,55,86,1,0,0
20,95,0,1,1,1,1,18,3,20,1,61,92,1,0,0
20,95,0,1,1,1,1,22,2,19,1,55,86,1,0,0
20,95,0,1,0,1,1,18,3,20,1,61,92,1,0,0
20,95,0,1,0,1,1,22,2,19,1,55,86,1,0,0
20,95,1,0,0,1,1,18,3,20,1,61,92,1,0,0
20,95,1,0,0,1,1,22,2,19,1,55,86,1,0,0
20,95,0,1,0,1,1,18,3,20,1,61,92,1,0,0
20,95,0,1,0,1,1,22,2,19,1,55,86,1,0,0
20,95,2,1,0,1,1,18,3,20,1,61,92,1,0,0
20,95,2,1,0,1,1,22,2,19,1,55,86,1,0,0
16,72,0,0,1,0,0,29,3,15,0,68,82,1,1,1
16,72,0,0,1,0,0,18,0,9,0,53,97,1,1,0
16,72,0,0,1,0,0,21,2,14,1,86,73,1,2,1
16,72,1,0,1,1,0,29,3,15,0,68,82,1,1,1
16,72,1,0,1,1,0,18,0,9,0,53,97,1,1,0
16,72,1,0,1,1,0,21,2,14,1,86,73,1,2,1
17,83,1,1,0,1,1,19,2,2,1,83,94,1,2,0
17,83,1,0,1,1,1,19,2,2,1,83,94,1,2,0
17,83,1,1,1,1,1,19,2,2,1,83,94,1,2,0
17,83,0,1,0,1,1,19,2,2,1,83,94,1,2,0
17,83,2,0,0,1,1,19,2,2,1,83,94,1,2,0
17,83,1,1,2,1,1,19,2,2,1,83,94,1,2,0
17,83,1,0,1,1,1,19,2,2,1,83,94,1,2,0
34,74,0,1,1,1,0,23,0,12,1,54,98,0,1,0
34,74,0,1,1,1,0,28,0,13,0,77,87,1,1,0
29,90,1,1,1,1,1,22,2,19,0,79,93,1,1,0
29,90,1,1,1,1,1,26,2,14,0,76,47,1,2,3
29,90,1,1,1,1,1,26,2,11,1,76,97,1,2,0
12,81,1,1,1,1,1,23,2,16,1,78,80,1,1,1
12,81,1,1,1,1,1,24,2,17,0,76,74,1,2,1
12,81,1,1,1,1,1,26,0,14,1,67,63,0,2,2
12,81,1,1,1,1,1,25,3,12,1,93,67,1,2,2
12,81,1,0,0,1,1,23,2,16,1,78,80,1,1,1
12,81,1,0,0,1,1,24,2,17,0,76,74,1,2,1
12,81,1,0,0,1,1,26,0,14,1,67,63,0,2,2
12,81,1,0,0,1,1,25,3,12,1,93,67,1,2,2
12,81,1,1,2,1,1,23,2,16,1,78,80,1,1,1
12,81,1,1,2,1,1,24,2,17,0,76,74,1,2,1
12,81,1,1,2,1,1,26,0,14,1,67,63,0,2,2
12,81,1,1,2,1,1,25,3,12,1,93,67,1,2,2
12,81,1,1,2,1,1,23,2,16,1,78,80,1,1,1
12,81,1,1,2,1,1,24,2,17,0,76,74,1,2,1
12,81,1,1,2,1,1,26,0,14,1,67,63,0,2,2
12,81,1,1,2,1,1,25,3,12,1,93,67,1,2,2
12,81,1,1,2,1,1,23,2,16,1,78,80,1,1,1
12,81,1,1,2,1,1,24,2,17,0,76,74,1,2,1
12,81,1,1,2,1,1,26,0,14,1,67,63,0,2,2
12,81,1,1,2,1,1,25,3,12,1,93,67,1,2,2
16,63,1,0,2,1,0,24,3,9,1,80,53,1,1,3
16,63,1,0,2,1,0,25,0,4,0,53,66,0,0,2
16,63,2,0,0,1,0,24,3,9,1,80,53,1,1,3
16,63,2,0,0,1,0,25,0,4,0,53,66,0,0,2
16,63,0,0,1,1,0,24,3,9,1,80,53,1,1,3
16,63,0,0,1,1,0,25,0,4,0,53,66,0,0,2
32,83,1,1,0,1,1,24,1,15,1,87,62,1,2,2
32,83,1,1,0,1,1,26,2,7,1,83,69,0,2,2
32,83,1,1,0,1,1,19,3,11,0,58,52,0,2,3
32,83,1,1,1,1,1,24,1,15,1,87,62,1,2,2
32,83,1,1,1,1,1,26,2,7,1,83,69,0,2,2
32,83,1,1,1,1,1,19,3,11,0,58,52,0,2,3
20,82,0,1,0,1,0,29,1,4,1,95,68,0,1,2
20,82,0,1,0,1,0,27,2,0,1,77,57,1,2,2
20,82,0,1,0,1,0,19,0,12,1,93,48,0,2,3
20,82,0,1,0,1,0,27,1,7,1,54,51,0,2,3
20,82,0,1,0,1,0,22,3,15,1,95,73,1,2,1
20,82,0,1,0,1,0,24,3,1,1,95,75,0,1,1
20,82,1,1,1,1,0,29,1,4,1,95,68,0,1,2
20,82,1,1,1,1,0,27,2,0,1,77,57,1,2,2
20,82,1,1,1,1,0,19,0,12,1,93,48,0,2,3
20,82,1,1,1,1,0,27,1,7,1,54,51,0,2,3
20,82,1,1,1,1,0,22,3,15,1,95,73,1,2,1
20,82,1,1,1,1,0,24,3,1,1,95,75,0,1,1
20,82,1,0,0,1,0,29,1,4,1,95,68,0,1,2
20,82,1,0,0,1,0,27,2,0,1,77,57,1,2,2
20,82,1,0,0,1,0,19,0,12,1,93,48,0,2,3
20,82,1,0,0,1,0,27,1,7,1,54,51,0,2,3
20,82,1,0,0,1,0,22,3,15,1,95,73,1,2,1
20,82,1,0,0,1,0,24,3,1,1,95,75,0,1,1
17,75,2,1,1,1,0,24,0,8,1,81,68,0,1,2
17,75,0,0,2,1,0,24,0,8,1,81,68,0,1,2
29,84,1,1,2,1,0,19,2,16,1,93,77,0,2,1
29,84,1,1,2,1,0,22,2,10,0,86,90,0,2,0
18,93,2,1,1,1,0,24,0,13,1,96,67,1,2,2
18,93,1,0,0,1,0,24,0,13,1,96,67,1,2,2
18,93,2,0,2,1,0,24,0,13,1,96,67,1,2,2
18,93,2,0,2,1,0,24,0,13,1,96,67,1,2,2
38,63,2,0,2,1,1,26,0,19,0,64,52,1,1,3
38,63,2,0,2,1,1,20,1,17,1,90,81,0,0,1
38,63,2,0,2,1,1,20,2,4,1,80,89,1,2,0
27,69,2,1,1,0,0,18,0,10,1,75,78,1,2,1
27,69,2,1,1,0,0,21,3,5,1,55,91,1,2,0
19,94,0,0,1,1,0,18,1,18,0,98,87,1,2,0
19,94,0,0,1,1,0,26,1,11,1,77,72,1,0,1
19,94,2,0,1,1,0,18,1,18,0,98,87,1,2,0
19,94,2,0,1,1,0,26,1,11,1,77,72,1,0,1
19,94,1,0,1,1,0,18,1,18,0,98,87,1,2,0
19,94,1,0,1,1,0,26,1,11,1,77,72,1,0,1
19,94,1,1,1,1,0,18,1,18,0,98,87,1,2,0
19,94,1,1,1,1,0,26,1,11,1,77,72,1,0,1
19,94,0,1,1,1,0,18,1,18,0,98,87,1,2,0
19,94,0,1,1,1,0,26,1,11,1,77,72,1,0,1
38,86,1,0,2,1,0,24,0,8,1,83,84,0,1,1
38,86,1,0,2,1,0,27,1,4,1,75,54,1,1,3
